Date,Returns,NAV
2016/4/8,-0.004028371,1.010622197
2016/4/11,-0.000324893,1.010297303
2016/4/12,0.014263427,1.024560731
2016/4/13,0.022269068,1.046829798
2016/4/14,0.006400598,1.053230396
2016/4/15,-0.000934037,1.05229636
2016/4/18,0.002639659,1.054936019
2016/4/19,-0.011077795,1.043858224
2016/4/20,0.01263912,1.056497344
2016/4/21,-0.005332177,1.051165167
2016/4/22,-0.001451896,1.049713271
2016/4/25,-0.004784768,1.044928502
2016/4/26,-0.004045974,1.040882528
2016/4/27,-0.018885153,1.021997375
2016/4/28,-0.013361535,1.00863584
2016/4/29,0.002892202,1.011528041
2016/5/2,0.009735515,1.021263556
2016/5/3,-0.015467115,1.005796441
2016/5/4,-0.012231054,0.993565388
2016/5/5,-0.009403042,0.984162346
2016/5/6,0.009310385,0.993472731
2016/5/9,-0.004413236,0.989059495
2016/5/10,0.011593337,1.000652832
2016/5/11,-0.007742485,0.992910347
2016/5/12,-0.010170942,0.982739405
2016/5/13,-0.006485651,0.976253754
2016/5/16,0.00788964,0.984143394
2016/5/17,-0.007578393,0.976565001
2016/5/18,0.020999371,0.997564372
2016/5/19,-0.006288706,0.991275666
2016/5/20,0.011793995,1.00306966
2016/5/23,-0.001116527,1.001953134
2016/5/24,0.018264713,1.020217847
2016/5/25,0.013826623,1.03404447
2016/5/26,0.000486476,1.034530946
2016/5/27,0.001123344,1.035654291
2016/5/31,0.00074711,1.0364014
2016/6/1,-0.003088976,1.033312425
2016/6/2,0.003635217,1.036947642
2016/6/3,-0.012699633,1.024248008
2016/6/6,0.007249935,1.031497943
2016/6/7,0.000915575,1.032413518
2016/6/8,0.002894825,1.035308343
2016/6/9,-0.004063725,1.031244618
2016/6/10,-0.019360474,1.011884144
2016/6/13,-0.009624338,1.002259807
2016/6/14,-0.003639216,0.998620591
2016/6/15,-4.10E-05,0.998579576
2016/6/16,0.002336634,1.00091621
2016/6/17,-0.01138276,0.98953345
2016/6/20,0.007407992,0.996941442
2016/6/21,-0.002407089,0.994534353
2016/6/22,-0.011760514,0.982773839
2016/6/23,0.015476658,0.998250496
2016/6/24,-0.045918147,0.952332349
2016/6/27,-0.018775353,0.933556997
2016/6/28,0.024300574,0.957857571
2016/6/29,0.024524016,0.982381586
2016/6/30,0.008866932,0.991248518
2016/7/1,0.013270828,1.004519346
2016/7/5,-0.009204122,0.995315224
2016/7/6,0.006136033,1.001451257
2016/7/7,0.003679218,1.005130474
2016/7/8,0.01410749,1.019237964
2016/7/11,0.00734849,1.026586454
2016/7/12,0.008812637,1.035399092
2016/7/13,-0.001276616,1.034122476
2016/7/14,0.00885597,1.042978446
2016/7/15,-0.000757257,1.042221188
2016/7/18,0.008845941,1.05106713
2016/7/19,-0.013678177,1.037388953
2016/7/20,0.008734808,1.046123761
2016/7/21,-0.010549159,1.035574602
2016/7/22,0.001888714,1.037463316
2016/7/25,0.002106546,1.039569862
2016/7/26,0.004954967,1.044524829
2016/7/27,0.010992009,1.055516838
2016/7/28,0.003262846,1.058779685
2016/7/29,0.013192896,1.071972581
2016/8/1,0.004547822,1.076520403
2016/8/2,-0.009670581,1.066849821
2016/8/3,0.005722045,1.072571866
2016/8/4,0.001435295,1.074007162
2016/8/5,0.016195481,1.090202642
2016/8/8,-0.004100697,1.086101945
2016/8/9,0.000993182,1.087095128
2016/8/10,-0.007641184,1.079453944
2016/8/11,0.005960354,1.085414298
2016/8/12,-0.000230479,1.085183819
2016/8/15,0.002465575,1.087649394
2016/8/16,-0.004427266,1.083222128
2016/8/17,-0.000974292,1.082247836
2016/8/18,-0.000983285,1.081264551
2016/8/19,-0.001723179,1.079541372
2016/8/22,-0.006516757,1.073024615
2016/8/23,0.002704793,1.075729408
2016/8/24,-0.007804196,1.067925213
2016/8/25,0.005328087,1.0732533
2016/8/26,0.004403842,1.077657142
2016/8/29,-0.002929726,1.074727415
2016/8/30,0.001722682,1.076450097
2016/8/31,0.001178031,1.077628128
2016/9/1,-0.006744094,1.070884034
2016/9/2,0.001354032,1.072238065
2016/9/6,0.010257867,1.082495933
2016/9/7,-0.002326479,1.080169454
2016/9/8,-0.000819021,1.079350433
2016/9/9,-0.019647134,1.059703299
2016/9/12,0.017835845,1.077539144
2016/9/13,-0.013409122,1.064130022
2016/9/14,0.005238339,1.06936836
2016/9/15,0.012300255,1.081668616
2016/9/16,-0.000930542,1.080738074
2016/9/19,-0.002765834,1.07797224
2016/9/20,0.000762006,1.078734246
2016/9/21,0.000278062,1.079012308
2016/9/22,0.009542867,1.088555175
2016/9/23,-0.003863725,1.08469145
2016/9/26,-0.013889137,1.070802314
2016/9/27,0.010316891,1.081119204
2016/9/28,0.003660129,1.084779333
2016/9/29,-0.01673171,1.068047623
2016/9/30,0.013910756,1.08195838
2016/10/3,0.007755808,1.089714187
2016/10/4,0.00076876,1.090482948
2016/10/5,0.012311043,1.102793991
2016/10/6,-0.003656689,1.099137302
2016/10/7,-0.004672577,1.094464725
2016/10/10,0.00702906,1.101493785
2016/10/11,-0.012892695,1.08860109
2016/10/12,-0.00061677,1.087984321
2016/10/13,-0.003279649,1.084704672
2016/10/14,-0.000552883,1.084151788
2016/10/17,-0.004250021,1.079901767
2016/10/18,0.027198609,1.107100376
2016/10/19,0.007361782,1.114462158
2016/10/20,-0.000542982,1.113919176
2016/10/21,0.003117622,1.117036798
2016/10/24,0.007714769,1.124751567
2016/10/25,0.000192191,1.124943758
2016/10/26,-0.005769846,1.119173912
2016/10/27,-0.000927245,1.118246667
2016/10/28,-0.010311074,1.107935593
2016/10/31,0.005378581,1.113314174
2016/11/1,-0.008925151,1.104389023
2016/11/2,-0.011774474,1.092614549
2016/11/3,-0.007973297,1.084641252
2016/11/4,0.001412167,1.086053419
2016/11/7,0.023956523,1.110009942
2016/11/8,0.008592588,1.11860253
2016/11/9,0.015971236,1.134573766
2016/11/10,-0.004848842,1.129724924
2016/11/11,0.003941505,1.133666429
2016/11/14,-0.000232901,1.133433528
2016/11/15,0.009766391,1.143199919
2016/11/16,-0.000763137,1.142436783
2016/11/17,0.00764318,1.150079962
2016/11/18,-0.004724586,1.145355377
2016/11/21,0.009596897,1.154952274
2016/11/22,0.002630078,1.157582352
2016/11/23,0.001542279,1.159124631
2016/11/25,0.004857445,1.163982076
2016/11/28,-0.009355505,1.154626571
2016/11/29,-0.004374778,1.150251793
2016/11/30,0.002925095,1.153176888
2016/12/1,-0.000989598,1.15218729
2016/12/2,0.001876609,1.154063899
2016/12/5,0.01223654,1.166300439
2016/12/6,0.011097681,1.177398121
2016/12/7,0.010028247,1.187426368
2016/12/8,0.007292795,1.194719163
2016/12/9,0.005746429,1.200465592
2016/12/12,-0.004567803,1.195897789
2016/12/13,0.010345267,1.206243056
2016/12/14,-0.001667307,1.204575748
2016/12/15,0.008571569,1.213147317
2016/12/16,-0.005132075,1.208015242
2016/12/19,0.001986479,1.210001721
2016/12/20,0.008283611,1.218285332
2016/12/21,-0.002191661,1.216093671
2016/12/22,-0.003970799,1.212122872
2016/12/23,0.003548297,1.215671169
2016/12/27,0.006101746,1.221772915
2016/12/28,-0.006488915,1.215284
2016/12/29,-0.005298731,1.209985269
2016/12/30,-0.003418979,1.20656629
2017/1/3,0.01575134,1.22231763
2017/1/4,0.01116001,1.233477639
2017/1/5,0.004352308,1.237829947
2017/1/6,0.007493317,1.245323264
2017/1/9,0.001694633,1.247017897
2017/1/10,-0.001094934,1.245922963
2017/1/11,0.003128475,1.249051438
2017/1/12,-0.001996229,1.247055209
2017/1/13,0.006946576,1.254001785
2017/1/17,-0.017239484,1.236762301
2017/1/18,0.003505234,1.240267535
2017/1/19,-5.89E-05,1.240208617
2017/1/20,0.001931442,1.242140059
2017/1/23,0.004214312,1.246354372
2017/1/24,0.00771432,1.254068692
2017/1/25,0.011591553,1.265660245
2017/1/26,-0.000422515,1.265237729
2017/1/27,0.001466852,1.266704581
2017/1/30,-0.01305086,1.25365372
2017/1/31,-0.004793053,1.248860667
2017/2/1,0.008073175,1.256933842
2017/2/2,0.000395766,1.257329609
2017/2/3,0.011604512,1.268934121
2017/2/6,0.001955205,1.270889326
2017/2/7,0.000393758,1.271283084
2017/2/8,0.003062543,1.274345627
2017/2/9,0.010468647,1.284814274
2017/2/10,0.002875797,1.287690071
2017/2/13,0.014270609,1.30196068
2017/2/14,0.008196423,1.310157102
2017/2/15,0.008118451,1.318275553
2017/2/16,-0.003447868,1.314827685
2017/2/17,0.00293718,1.317764865
2017/2/21,0.005736322,1.323501187
2017/2/22,-0.00155667,1.321944516
2017/2/23,-0.008271903,1.313672613
2017/2/24,-0.002984248,1.310688365
2017/2/27,0.002302101,1.312990466
2017/2/28,-0.003165758,1.309824707
2017/3/1,0.017582622,1.327407329
2017/3/2,-0.009120344,1.318286985
2017/3/3,0.002563618,1.320850603
2017/3/6,-0.000402156,1.320448447
2017/3/7,0.004032375,1.324480822
2017/3/8,0.004387667,1.328868489
2017/3/9,0.001027812,1.329896301
2017/3/10,-0.001812865,1.328083435
2017/3/13,0.004727957,1.332811393
2017/3/14,0.002518468,1.335329861
2017/3/15,0.002027789,1.337357649
2017/3/16,0.004064897,1.341422547
2017/3/17,-0.002003505,1.339419041
2017/3/20,0.00092012,1.340339162
2017/3/21,-0.027523871,1.312815291
2017/3/22,0.001696622,1.314511913
2017/3/23,-0.001669855,1.312842058
2017/3/24,0.000422192,1.31326425
2017/3/27,0.004905303,1.318169553
2017/3/28,0.012959253,1.331128806
2017/3/29,0.00466374,1.335792546
2017/3/30,0.008386561,1.344179107
2017/3/31,-0.002463364,1.341715744
2017/4/3,0.004788293,1.346504037
2017/4/4,0.004663985,1.351168022
2017/4/5,-0.00900286,1.342165162
2017/4/6,0.001329253,1.343494416
2017/4/7,-0.000615811,1.342878605
2017/4/10,0.008375393,1.351253998
2017/4/11,-0.002390923,1.348863076
2017/4/12,-0.007035134,1.341827941
2017/4/13,-0.004774288,1.337053654
2017/4/17,0.01173279,1.348786443
2017/4/18,-0.01388083,1.334905614
2017/4/19,-0.002573908,1.332331706
2017/4/20,-0.00318123,1.329150476
2017/4/21,-0.002070214,1.327080262
2017/4/24,0.019573135,1.346653398
2017/4/25,0.015676891,1.362330289
2017/4/26,-0.004921805,1.357408484
2017/4/27,-0.001134865,1.356273619
2017/4/28,-0.004032324,1.352241295
2017/5/1,0.015631845,1.36787314
2017/5/2,-0.005384477,1.362488664
2017/5/3,-0.002168501,1.360320163
2017/5/4,-0.002743294,1.357576869
2017/5/5,0.003345359,1.360922228
2017/5/8,0.006600071,1.367522299
2017/5/9,0.003709709,1.371232008
2017/5/10,0.004665782,1.37589779
2017/5/11,0.000525477,1.376423267
2017/5/12,0.002810444,1.379233711
2017/5/15,0.000550074,1.379783785
2017/5/16,0.003955866,1.383739651
2017/5/17,-0.03283845,1.350901201
2017/5/18,0.009330456,1.360231658
2017/5/19,0.005208142,1.3654398
2017/5/22,0.004725602,1.370165402
2017/5/23,0.003850085,1.374015487
2017/5/24,0.006092543,1.38010803
2017/5/25,0.006727706,1.386835736
2017/5/26,0.003142871,1.389978606
2017/5/30,-0.001131385,1.388847221
2017/5/31,-0.00584461,1.383002611
2017/6/1,0.007366754,1.390369365
2017/6/2,0.003408169,1.393777534
2017/6/5,0.002731614,1.396509148
2017/6/6,6.42E-05,1.396573368
2017/6/7,0.006228513,1.402801881
2017/6/8,0.007659513,1.410461394
2017/6/9,-0.010526454,1.39993494
2017/6/12,-0.008683026,1.391251914
2017/6/13,0.010195844,1.401447758
2017/6/14,0.000569558,1.402017317
2017/6/15,-0.010061627,1.39195569
2017/6/16,0.000235497,1.392191187
2017/6/19,0.014547682,1.406738869
2017/6/20,-0.004573355,1.402165514
2017/6/21,0.004069044,1.406234559
2017/6/22,0.001702496,1.407937055
2017/6/23,0.004145512,1.412082568
2017/6/26,-0.001218495,1.410864073
2017/6/27,-0.016471423,1.39439265
2017/6/28,0.015919658,1.410312308
2017/6/29,-0.007589801,1.402722506
2017/6/30,-0.003676416,1.39904609
2017/7/3,-0.00032378,1.39872231
2017/7/5,0.002038479,1.400760789
2017/7/6,-0.013983905,1.386776884
2017/7/7,0.006974402,1.393751286
2017/7/10,0.005768732,1.399520018
2017/7/11,0.004415343,1.403935361
2017/7/12,0.007046683,1.410982044
2017/7/13,0.002300338,1.413282383
2017/7/14,0.001916279,1.415198662
2017/7/17,-0.003475293,1.411723369
2017/7/18,0.018212603,1.429935971
2017/7/19,0.00245618,1.432392152
2017/7/20,0.002063618,1.43445577
2017/7/21,-0.00117941,1.433276359
2017/7/24,0.00490465,1.438181009
2017/7/25,0.001899231,1.44008024
2017/7/26,0.001956719,1.442036959
2017/7/27,-0.007647367,1.434389593
2017/7/28,0.000310004,1.434699597
2017/7/31,-0.007594196,1.427105401
2017/8/1,0.000856319,1.42796172
2017/8/2,0.002977535,1.430939254
2017/8/3,0.00162143,1.432560684
2017/8/4,0.010183367,1.442744052
2017/8/7,0.00405112,1.446795171
2017/8/8,-0.001889068,1.444906103
2017/8/9,-0.003507635,1.441398467
2017/8/10,-0.022741504,1.418656964
2017/8/11,0.004908254,1.423565217
2017/8/14,0.012094236,1.435659453
2017/8/15,-0.000465527,1.435193926
2017/8/16,-0.001426027,1.433767899
2017/8/17,-0.018326085,1.415441814
2017/8/18,-0.003279432,1.412162382
2017/8/21,-0.006718462,1.40544392
2017/8/22,0.01709412,1.42253804
2017/8/23,0.000595328,1.423133368
2017/8/24,-0.000200707,1.422932661
2017/8/25,-0.003581748,1.419350913
2017/8/28,0.003420537,1.42277145
2017/8/29,0.003597847,1.426369297
2017/8/30,0.012674595,1.439043892
2017/8/31,0.007115514,1.446159405
2017/9/1,0.00041592,1.446575326
2017/9/5,-0.015885157,1.430690169
2017/9/6,0.005184842,1.435875011
2017/9/7,-0.001025932,1.434849079
2017/9/8,-0.009846116,1.425002963
2017/9/11,0.018251178,1.443254141
2017/9/12,0.009081704,1.452335846
2017/9/13,0.004825544,1.45716139
2017/9/14,0.000767614,1.457929004
2017/9/15,-0.000141458,1.457787546
2017/9/18,0.004019066,1.461806612
2017/9/19,-0.001598219,1.460208393
2017/9/20,0.000325293,1.460533685
2017/9/21,-0.003060703,1.457472983
2017/9/22,-0.006348005,1.451124978
2017/9/25,-0.012022504,1.439102474
2017/9/26,0.002868528,1.441971002
2017/9/27,0.011041774,1.453012776
2017/9/28,-0.001212578,1.451800198
2017/9/29,0.004876856,1.456677054
2017/10/2,0.004205516,1.46088257
2017/10/3,0.006326991,1.467209561
2017/10/4,0.002747606,1.469957167
2017/10/5,0.017914256,1.487871424
2017/10/6,0.001278474,1.489149898
2017/10/9,-0.008342919,1.480806978
2017/10/10,0.001742582,1.48254956
2017/10/11,0.00307194,1.485621501
2017/10/12,-0.001911182,1.483710319
2017/10/13,0.002373701,1.48608402
2017/10/16,0.009339374,1.495423393
2017/10/17,0.000571957,1.49599535
2017/10/18,-0.000727917,1.495267433
2017/10/19,-0.002567526,1.492699907
2017/10/20,0.001734919,1.494434826
2017/10/23,-0.007364694,1.487070132
2017/10/24,0.00742368,1.494493812
2017/10/25,-0.021417355,1.473076457
2017/10/26,0.006431801,1.479508258
2017/10/27,0.018821059,1.498329317
2017/10/30,0.000708939,1.499038256
2017/10/31,0.004558813,1.503597069
2017/11/1,-0.001180829,1.502416241
2017/11/2,-0.002656436,1.499759805
2017/11/3,0.006328412,1.506088217
2017/11/6,-8.32E-05,1.506004997
2017/11/7,-0.007429976,1.498575021
2017/11/8,0.003007185,1.501582206
2017/11/9,-0.006007813,1.495574393
2017/11/10,-0.000463039,1.495111354
2017/11/13,0.005619207,1.50073056
2017/11/14,-0.003844164,1.496886396
2017/11/15,0.000861395,1.497747791
2017/11/16,0.00601535,1.503763141
2017/11/17,-0.004225956,1.499537185
2017/11/20,0.000152471,1.499689656
2017/11/21,0.01060145,1.510291106
2017/11/22,-0.000844706,1.509446401
2017/11/24,0.002231078,1.511677479
2017/11/27,0.000468603,1.512146082
2017/11/28,0.012214383,1.524360466
2017/11/29,-0.010751162,1.513609304
2017/11/30,0.005809481,1.519418785
2017/12/1,-0.002102267,1.517316517
2017/12/4,-0.001672979,1.515643538
2017/12/5,-0.000382616,1.515260922
2017/12/6,0.000209319,1.51547024
2017/12/7,0.003051167,1.518521408
2017/12/8,0.008123349,1.526644757
2017/12/11,0.007554943,1.5341997
2017/12/12,0.010437473,1.544637173
2017/12/13,-0.003208498,1.541428675
2017/12/14,-0.000454428,1.540974247
2017/12/15,0.00966218,1.550636427
2017/12/18,0.007288218,1.557924645
2017/12/19,-0.007253201,1.550671444
2017/12/20,-0.000591848,1.550079595
2017/12/21,0.007677023,1.557756618
2017/12/22,-0.005330365,1.552426253
2017/12/26,-0.004468302,1.547957952
2017/12/27,-0.003613321,1.54434463
2017/12/28,0.005713377,1.550058007
2017/12/29,-0.008014131,1.542043876
2018/1/2,0.016862594,1.558906471
2018/1/3,0.001639651,1.560546121
2018/1/4,0.004364822,1.564910943
2018/1/5,0.007945058,1.572856001
2018/1/8,0.006591701,1.579447702
2018/1/9,0.002225235,1.581672937
2018/1/10,0.002790274,1.584463211
2018/1/11,0.010677721,1.595140932
2018/1/12,0.010968698,1.60610963
2018/1/16,0.001952768,1.608062398
2018/1/17,0.000470989,1.608533387
2018/1/18,-0.000608108,1.607925279
2018/1/19,0.008069392,1.615994671
2018/1/22,0.014319944,1.630314614
2018/1/23,0.01207651,1.642391124
2018/1/24,0.002143632,1.644534756
2018/1/25,0.002767379,1.647302135
2018/1/26,0.008385323,1.655687458
2018/1/29,0.004587926,1.660275384
2018/1/30,-0.009323019,1.650952365
2018/1/31,-0.004303996,1.646648369
2018/2/1,-0.000421473,1.646226896
2018/2/2,-0.019886953,1.626339942
2018/2/5,-0.041061801,1.585278141
2018/2/6,0.026550359,1.6118285
2018/2/7,-0.002491205,1.609337295
2018/2/8,-0.046250597,1.563086698
2018/2/9,0.021762638,1.584849337
2018/2/12,0.020381815,1.605231152
2018/2/13,0.017168919,1.622400071
2018/2/14,0.014388205,1.636788276
2018/2/15,0.019840002,1.656628277
2018/2/16,-0.0013127,1.655315577
2018/2/20,-0.003106971,1.652208606
2018/2/21,0.000185709,1.652394315
2018/2/22,0.001053537,1.653447852
2018/2/23,0.015134749,1.668582601
2018/2/26,0.013117176,1.681699778
2018/2/27,-0.011591681,1.670108097
2018/2/28,-0.008830853,1.661277244
2018/3/1,-0.017122479,1.644154765
2018/3/2,0.011508336,1.655663101
2018/3/5,0.013178525,1.668841626
2018/3/6,0.001742293,1.670583919
2018/3/7,0.003496403,1.674080322
2018/3/8,0.004028562,1.678108884
2018/3/9,0.017494405,1.695603288
2018/3/12,0.001387514,1.696990802
2018/3/13,-0.010133539,1.686857263
2018/3/14,-0.006589675,1.680267589
2018/3/15,0.001272419,1.681540007
2018/3/16,-0.00185778,1.679682228
2018/3/19,-0.016223405,1.663458823
2018/3/20,0.004319121,1.667777944
2018/3/21,-0.000983398,1.666794546
2018/3/22,-0.028140422,1.638654123
2018/3/23,-0.024529202,1.614124921
2018/3/26,0.034003054,1.648127976
2018/3/27,-0.031897691,1.616230285
2018/3/28,-0.016583481,1.599646803
2018/3/29,0.015657871,1.615304674
2018/4/2,-0.028230933,1.587073742
2018/4/3,0.018291667,1.605365409
2018/4/4,0.018131788,1.623497197
2018/4/5,0.017096943,1.64059414
2018/4/6,-0.022639384,1.617954756
2018/4/9,0.003684982,1.621639739
2018/4/10,0.021292527,1.642932265
2018/4/11,-0.003914566,1.639017699
2018/4/12,0.013020492,1.652038191
2018/4/13,-0.013285509,1.638752683
2018/4/16,-0.00062741,1.638125273
2018/4/17,0.01446074,1.652586013
2018/4/18,-0.002270333,1.65031568
2018/4/19,0.008681635,1.658997315
2018/4/20,-0.014183469,1.644813846
2018/4/23,-0.009999505,1.634814341
2018/4/24,-0.017374937,1.617439404
2018/4/25,-0.009487199,1.607952205
2018/4/26,0.010464276,1.618416481
2018/4/27,0.001910766,1.620327246
2018/4/30,-0.001105917,1.619221329
2018/5/1,0.00734859,1.626569919
2018/5/2,-0.003347101,1.623222819
2018/5/3,-0.008861842,1.614360977
2018/5/4,0.016848777,1.631209754
2018/5/7,0.009812349,1.641022103
2018/5/8,0.002252868,1.643274971
2018/5/9,0.014082764,1.657357735
2018/5/10,0.006410002,1.663767736
2018/5/11,-0.001185444,1.662582292
2018/5/14,-0.002636454,1.659945839
2018/5/15,-0.010420291,1.649525547
2018/5/16,0.003143532,1.652669079
2018/5/17,-0.005964982,1.646704097
2018/5/18,-0.009443758,1.63726034
2018/5/21,0.008710659,1.645970999
2018/5/22,-0.006086391,1.639884608
2018/5/23,0.006806237,1.646690845
2018/5/24,-0.002401288,1.644289556
2018/5/25,0.002209064,1.646498621
2018/5/29,-0.01344601,1.633052611
2018/5/30,0.014485048,1.647537659
2018/5/31,-0.00662448,1.640913179
2018/6/1,0.01665971,1.657572889
2018/6/4,0.006878077,1.664450966
2018/6/5,-0.001163265,1.6632877
2018/6/6,0.01847358,1.68176128
2018/6/7,-0.004060435,1.677700846
2018/6/8,-0.000779893,1.676920953
2018/6/11,0.004474819,1.681395771
2018/6/12,0.004259854,1.685655625
2018/6/13,0.003312767,1.688968392
2018/6/14,0.007247161,1.696215554
2018/6/15,-0.003223276,1.692992278
2018/6/18,0.004762831,1.697755108
2018/6/19,-0.004609529,1.693145579
2018/6/20,0.012157058,1.705302637
2018/6/21,-0.012219664,1.693082974
2018/6/22,-0.011117339,1.681965635
2018/6/25,-0.023095778,1.658869857
2018/6/26,0.008442064,1.667311922
2018/6/27,-0.00867884,1.658633082
2018/6/28,0.014318136,1.672951218
2018/6/29,-0.007078438,1.66587278
2018/7/2,0.008268006,1.674140786
2018/7/3,-0.017824177,1.656316609
2018/7/5,0.008438183,1.664754792
2018/7/6,0.009303682,1.674058473
2018/7/9,0.018946675,1.693005148
2018/7/10,0.000189303,1.693194452
2018/7/11,-0.002626016,1.690568436
2018/7/12,0.008961416,1.699529852
2018/7/13,-0.00461733,1.694912522
2018/7/16,0.00749465,1.702407172
2018/7/17,0.004053032,1.706460205
2018/7/18,-0.004775401,1.701684804
2018/7/19,-0.009561158,1.692123645
2018/7/20,-0.000300802,1.691822843
2018/7/23,0.001140806,1.692963649
2018/7/24,0.007290813,1.700254461
2018/7/25,0.010881394,1.711135855
2018/7/26,-0.003716452,1.707419403
2018/7/27,-0.006436807,1.700982596
2018/7/30,-0.007110784,1.693871812
2018/7/31,0.000187909,1.694059721
2018/8/1,0.00640759,1.700467311
2018/8/2,0.021728392,1.722195704
2018/8/3,0.001468199,1.723663902
2018/8/6,0.003423911,1.727087814
2018/8/7,0.016453634,1.743541448
2018/8/8,-0.003827009,1.739714439
2018/8/9,-0.004738355,1.734976084
2018/8/10,-0.006621439,1.728354645
2018/8/13,-0.006576428,1.721778217
2018/8/14,0.002937514,1.724715731
2018/8/15,-0.012000305,1.712715426
2018/8/16,0.005191207,1.717906633
2018/8/17,-0.008281882,1.70962475
2018/8/20,0.007475134,1.717099884
2018/8/21,0.00835314,1.725453025
2018/8/22,0.005092546,1.73054557
2018/8/23,-0.005834035,1.724711536
2018/8/24,0.008784611,1.733496147
2018/8/27,0.011019045,1.744515192
2018/8/28,-0.001203219,1.743311973
2018/8/29,0.005009443,1.748321416
2018/8/30,-0.001576565,1.746744851
2018/8/31,-0.002766973,1.743977878
2018/9/4,-0.003708525,1.740269353
2018/9/5,-0.011461624,1.728807729
2018/9/6,-0.005564318,1.723243411
2018/9/7,-0.007264301,1.71597911
2018/9/10,0.00454694,1.720526051
2018/9/11,0.006739778,1.727265828
2018/9/12,0.004412868,1.731678696
2018/9/13,0.002929443,1.734608139
2018/9/14,-0.000834667,1.733773471
2018/9/17,-0.011220122,1.722553349
2018/9/18,0.006851794,1.729405143
2018/9/19,0.014085061,1.743490203
2018/9/20,0.009189075,1.752679278
2018/9/21,-0.011399032,1.741280246
2018/9/24,0.001382235,1.742662481
2018/9/25,0.002343081,1.745005562
2018/9/26,0.000297246,1.745302808
2018/9/27,0.004405162,1.74970797
2018/9/28,-0.021037833,1.728670137
2018/10/1,0.025503211,1.754173348
2018/10/2,-0.004038951,1.750134397
2018/10/3,0.001534873,1.75166927
2018/10/4,-0.013533666,1.738135604
2018/10/5,-0.016394399,1.721741205
2018/10/8,-0.007326861,1.714414345
2018/10/9,0.004595831,1.719010175
2018/10/10,-0.039654115,1.67935606
2018/10/11,-0.016916713,1.662439347
2018/10/12,0.017957472,1.680396819
2018/10/15,-0.006323018,1.674073801
2018/10/16,0.030974203,1.705048004
2018/10/17,0.010697428,1.715745432
2018/10/18,-0.021049731,1.694695701
2018/10/19,-0.001267179,1.693428522
2018/10/22,-0.005103969,1.688324552
2018/10/23,0.008191939,1.696516491
2018/10/24,-0.037683508,1.658832983
2018/10/25,0.032426316,1.691259299
2018/10/26,-0.016054832,1.675204467
2018/10/29,-0.01477327,1.660431197
2018/10/30,0.008993185,1.669424382
2018/10/31,0.019565647,1.688990029
2018/11/1,0.023926894,1.712916922
2018/11/2,-0.004728831,1.708188092
2018/11/5,-0.003179316,1.705008776
2018/11/6,0.000125981,1.705134757
2018/11/7,0.029093921,1.734228678
2018/11/8,0.003692955,1.737921632
